handle,old_rating,new_rating,change,rank,contest_id,contest_name
mkrukov07,1749,2155,406,1,2007,Codeforces Round 969 (Div. 2)
temp6,1803,2099,296,2,2007,Codeforces Round 969 (Div. 2)
wjq1234567,533,1288,755,3,2007,Codeforces Round 969 (Div. 2)
bingpao,1747,2063,316,4,2007,Codeforces Round 969 (Div. 2)
AuSquare,1628,1940,312,5,2007,Codeforces Round 969 (Div. 2)
gaga999,1500,1897,397,6,2007,Codeforces Round 969 (Div. 2)
EmmaXII,518,1240,722,7,2007,Codeforces Round 969 (Div. 2)
RedGrinch,843,1445,602,8,2007,Codeforces Round 969 (Div. 2)
gooooomx,0,866,866,9,2007,Codeforces Round 969 (Div. 2)
ddxrS_love_zxr,651,1313,662,10,2007,Codeforces Round 969 (Div. 2)
Longshot404,0,857,857,11,2007,Codeforces Round 969 (Div. 2)
Hamster_L,1590,1967,377,12,2007,Codeforces Round 969 (Div. 2)
dragomirdespicdesign,0,849,849,13,2007,Codeforces Round 969 (Div. 2)
One_Zzz,1764,1995,231,14,2007,Codeforces Round 969 (Div. 2)
AGS_GLUPI_PIES,0,842,842,15,2007,Codeforces Round 969 (Div. 2)
whyalwaysmezzz,1716,1958,242,16,2007,Codeforces Round 969 (Div. 2)
Richard1145,0,836,836,17,2007,Codeforces Round 969 (Div. 2)
DurovChild52,0,834,834,18,2007,Codeforces Round 969 (Div. 2)
Niko916,584,1253,669,19,2007,Codeforces Round 969 (Div. 2)
axs7385,0,829,829,20,2007,Codeforces Round 969 (Div. 2)
SNL0915,1798,2007,209,21,2007,Codeforces Round 969 (Div. 2)
xie_lzh,1897,2073,176,22,2007,Codeforces Round 969 (Div. 2)
trp_hy,1853,2039,186,23,2007,Codeforces Round 969 (Div. 2)
erankyun,1873,2050,177,24,2007,Codeforces Round 969 (Div. 2)
goats_9,1890,2060,170,25,2007,Codeforces Round 969 (Div. 2)
PhiCis,1776,1978,202,26,2007,Codeforces Round 969 (Div. 2)
enceladus_,1239,1684,445,27,2007,Codeforces Round 969 (Div. 2)
xjsgl654321,1769,1968,199,28,2007,Codeforces Round 969 (Div. 2)
IAmMilkDragon,1831,2009,178,29,2007,Codeforces Round 969 (Div. 2)
whileone27,704,1303,599,30,2007,Codeforces Round 969 (Div. 2)
O_ooo_O,1755,1987,232,31,2007,Codeforces Round 969 (Div. 2)
BLOBVISGOD,1549,1863,314,32,2007,Codeforces Round 969 (Div. 2)
too_rusty,1887,2039,152,33,2007,Codeforces Round 969 (Div. 2)
lbm47,1655,1880,225,33,2007,Codeforces Round 969 (Div. 2)
Kawaii,1894,2042,148,35,2007,Codeforces Round 969 (Div. 2)
Sorry_TEoS,1844,2005,161,36,2007,Codeforces Round 969 (Div. 2)
Moci123,1863,2017,154,37,2007,Codeforces Round 969 (Div. 2)
lenhanbounofficial,1802,1973,171,38,2007,Codeforces Round 969 (Div. 2)
Aladdinee,694,1281,587,39,2007,Codeforces Round 969 (Div. 2)
Sokoy,0,795,795,40,2007,Codeforces Round 969 (Div. 2)
__baozii__,1873,2020,147,41,2007,Codeforces Round 969 (Div. 2)
AirCircles,1811,1975,164,42,2007,Codeforces Round 969 (Div. 2)
everflame,1897,2033,136,43,2007,Codeforces Round 969 (Div. 2)
yukihasui439,757,1317,560,43,2007,Codeforces Round 969 (Div. 2)
dqu212,0,789,789,45,2007,Codeforces Round 969 (Div. 2)
smilences,1696,1892,196,46,2007,Codeforces Round 969 (Div. 2)
Itisa,1762,1936,174,47,2007,Codeforces Round 969 (Div. 2)
one_autum_leaf,1680,1879,199,48,2007,Codeforces Round 969 (Div. 2)
chuanyu.fan,1867,2007,140,49,2007,Codeforces Round 969 (Div. 2)
