Job Title,Description ,District ,Work Mode,URL
PROGRAMADOR JUNIOR Java y Angular PRESENCIAL,"¡Reinventa el futuro con Canvia!
Si sientes pasión por la tecnología y quieres transformar negocios, esta es tu oportunidad para desarrollarte en una empresa inclusiva, diversa, que se desafía constantemente.
Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital con un metodología ágil y segura.
FUNCIONES:
Desarrollar en Angular
Desarrollar en Java (SprintBoot), Maven.
Creación de objetos de base de datos (Oracle, SQL Server)
Desarrollar microservicios
Realizar pruebas unitarias JUnit
Realizar pruebas en front (karma / Jazmine)
Validar cobertura, codesmell y vulnerabilidades en SonarQube
Validar vulnerabilidades en fortify Controlar y registrar sus actividades en el Azure
Requisitos:
Lo que te permitirá llegar al éxito:
Es indispensable que cuentes con: Carrera tecnica o universitaria en Sistemas y/o Informática o carreras afines
Experiencia como minima de 2 a 3 años en roles similares.
Manejo de Java, Angular, Oracle, SQL, Microservicios, Pruebas unitarias.
Beneficios Te ofrecemos:
Trabajar en equipo con especialistas en nuevas tecnologías y generar impacto a través de la transformación de nuestros clientes y proyectos de gran escala
Cultura de equipo altamente colaborativa y orientado a romper paradigmas
A retarte y cuestionarte como lo estás haciendo para pensar cómo hacerlo mejor
Foco en tu desarrollo y línea de crecimiento, a través de Canvia College donde podrás potenciar tus conocimientos con cursos tendencia en tecnología y de gestión
La importancia de tu bienestar, por ejemplo, el que tengas tiempo libre el día de tu cumpleaños para que lo disfrutes con las personas que más quieres
Modalidad híbrida de trabajo, trabajo desde casa en la mayoría de nuestras posiciones
Ingresarás a planilla desde el primer día
Porque la salud es muy importante, te coberturamos la EPS en un 80%
Tendrás una tarjeta de alimentación
Recibirás utilidades en base a los resultados de negocio
Juntos vamos por más! No esperes más y postula a tu siguiente reto.","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/programador-junior-java-y-angular-presencial-canvia-1116742257.html
Desarrollador Genexus,"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición:
DESARROLLADOR GENEXUS
Requisitos:
Universitario Egresado, Titulado, Bachiller o Técnico Egresado, Titulado
Carreras de Ingeniería de Sistemas, de Software, Informática, Computación o afines
Experiencia de 3 a 5 años mínimo de experiencia Genexus , bantotal , JAVA y microservicios.
Herramientas no técnicas:
- Trabajo en equipo
- Comunicación Eficaz
Beneficios:
- Planilla
- EPS (opcional)
- Oportunidad de línea de carrera","Cercado De Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-genexus-software-enterprise-services-s.a.c.-1116006337.html
Desarrollador Web,"Somos un centro especializado en salud que brinda servicios de salud de calidad enfocados en la seguridad de nuestros pacientes.
Funciones:
Crear wireframes, prototipos y mockups interactivos para optimizar la experiencia del usuario en Ecommerce y Landing Pages.
Diseñar interfaces responsivas y adaptativas para diferentes dispositivos.
Iterar y optimizar diseños basados en pruebas de usabilidad y feedback de usuarios (según requerimiento)
Entendimiento básico de tecnologías Front-end para colaborar con desarrolladores.
Otras funciones asignadas dentro del proyecto

Requisitos:
Disponibilidad para trabajar de manera full time presencial en Surco

Beneficios
Ingreso a Planilla
Grato ambiente laboral
Remuneración acorde al mercado","Santiago De Surco, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/desarrollador-web-insalud-corp-1116749866.html
ANALISTA PROGRAMADOR,"Importante Consultora en constante crecimiento se encuentra en la búsqueda analistas programadores que pasen a ser parte de un equipo de consultores consolidado, donde además de pertenecer a un grupo multidisciplinario, son capacitados con las metodologías utilizadas por la empresa. Se ofrece un grato ambiente de trabajo y la capacidad de desarrollo e innovación.
También es importante que las personas tengan al menos 3 año de experiencia y que haya estudiado Ingeniería Ejecución Informática, Analista de Sistema, Técnico Informático o carrera afín.
Ser requiere que la experiencia se en algunos de estos lenguajes:
-Python
-Java
-IR
-PHP
-Visual Basic
-Otros afín
Se busca perosnas que sean ordenadas, disciplinadas, comprometidas y que tengan interés en aprender nuevas metodologías.
Disponibilidad tiempo completo.","Lima, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/analista-programador-1116601653.html
Desarrollador Mobile Sr,"CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de ""Desarrollador de Aplicaciones Movil"", para nuestra línea de negocio
Requisitos:
Conocimiento en iOS - Amplio dominio de Swift y Objective-C
Experiencia con bibliotecas y administradores de paquetes de terceros, como CocoaPods, Carthage y SPM
Experiencia trabajando con UIKit, SwiftUI, Core Animation, Core Graphics y Core Text. Manejo de API REST.
Despliegue de aplicaciones en AppleStore
Conocimiento en paquetes de terceros, como Cocoa o Swift Package Manager (SPM) Conocimiento en Alamofire.
Conocimiento en Android - Amplio dominio de kotlin / Java Manejo de API REST
Experiencia con Components Architecture y Dynamic Module
Librerias como Hilt, Jetpack Compose, MaterialDesign 3, Retrofit.
Conocimientos en optimización de APKs o App bundles.
Despliegue de aplicaciones en Google PlayStore
Experiencia con patrones de diseño como MVVM
Principios SOLID
Conocimiento en inyección de dependencia.
Manejo de API REST
Condiciones:
Modalidad Remota. Posibilidad de asistir a oficina de forma eventual
Salario acorde al mercado
Te brindamos tus equipos de trabajo, laptop corporativa
¡Ven y únete al equipo de CSTI CORP!","Miraflores, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/desarrollador-mobile-sr-csti-corp-1116742486.html
Analista Programador .NET,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Como parte de nuestro crecimiento, nos encontramos en la búsqueda de un Analista Programador .NET con ganas de trabajar para uno de nuestros equipos multidisciplinares para uno de nuestros clientes de Servicios Financieros (Aseguradora).
Formación:
Bachiller y/o Técnico en las carreras: ingeniería de software, informática, sistemas o computación o a fines.
Conocimientos asociados o requisitos principales:
Experiencia mayor o igual a 3 años en la tecnología requerida, con amplia experiencia en el desarrollo de software y con alto grado de resolución de problemas.
Conocimientos en .NET Framework 3.0 y 4.0 (Obligatorio)
Manejo de Visual Studio 2008 en adelante. (Obligatorio)
Conocimientos en ASPX .Net (Obligatorio) Conocimientos en JavaScript (Obligatorio)
Desarrollo de Servicios SOAP (Obligatorio) y REST (Obligatorio)
Conocimiento en WCF Web Services (Obligatorio)
Conocimientos básicos en Microservicios (Obligatorio)
Conocimientos en Oracle 11g (Obligatorio)
Conocimientos en SQL Server 2008 R2 en adelante (Obligatorio)
Conocimientos en JIRA Software, BitBucket, Jenkins, OWASP ZAP, integración y despliegue continuo (Deseable).
Participación en proyectos con marcos ágiles aplicando buenas prácticas en el desarrollo (Deseable).
Beneficios:
Modalidad 100% remota
🚑 EPS al 100%
📚 Acceso total a Udemy para seguir aprendiendo 100% gratuita
🔖 Descuentos corporativos exclusivos
📈 Línea de carrera definida para tu desarrollo profesional
💆‍♀️ Kit ergonómico para tu comodidad trabajando desde casa
Modalidad de trabajo: Trabajo remoto - San Isidro, sede cliente.
¿Estás listo para unirte a un equipo global e innovador? ¡Únete a INDRA y da el siguiente paso en tu carrera profesional!","Cercado De Lima, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/analista-programador-.net-indra-peru-1116744936.html
Desarrollador .Net - Proyecto e-learning / Evaluaciones Psicológicas,"¡Te estamos buscando!
Por encargo de nuestro cliente, nos encontramos en búsqueda del mejor talento para el perfil de: Desarrollador .Net - Proyecto e-learning / Evaluaciones Psicologicas
Funciones:
Encargado del proyecto: Diseñar, implementar y desarrollar herramientas del software e-learning / Evaluaciones psicologicas
Dar soporte a la aplicación web y móviles utilizando el framework .NET.
Identificar problemas de negocio para diseñar soluciones
Mejorar el diseño y la arquitectura de web, asegurando que sean escalable, segura y eficiente.
Colaboración en Equipos Multidisciplinarios
Escribir y ejecutar pruebas unitarias y de integración para asegurar que el software funcione correctamente y depurar el código cuando sea necesario.
Mejorar el rendimiento de la aplicacion mediante la optimización de consultas, la mejora del uso de recursos y la implementación de mejores prácticas de programación.
Necesitamos:
Bachiller o técnico de las carreras de Sistemas, informáticas o afines.
Experiencia mínima de 02 años como Analista Programador. Desarrollo .NET
Experiencia en proyectos de Software e-learning / Evaluaciones Psicologicas
Conocimientos específicos:
Conocimiento en sistemas operativos: Windows cliente y servidor
Dominio de las siguientes tecnologías: ü SQL, MYSQL – (store procedure, functions, triggers, Jobs) ü Java Script, Jquery, C#, ASP.Net MVC
Beneficios y Condiciones de trabajo:
Grato clima laboral.
Pertenecer a una empresa sólida en el sector.
Lugar de trabajo en Surco.
Salario competitivo.
“En Human Solutions promovemos la inserción e inclusión laboral de personas con discapacidad”","Santiago De Surco, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/desarrollador-.net-proyecto-e-learning-evaluaciones-psicologicas-1116744821.html
PROGRAMADOR RPA,"Programador RPA
Estamos buscando un Programador RPA con experiencia en automatización de procesos para unirse a nuestro equipo. El candidato ideal tendrá habilidades técnicas en herramientas RPA y conocimiento en programación e integración de sistemas.
Requisitos:
Profesional de Ingeniería de Sistemas, Informática, Ciencias de la Computación o afines.
Experiencia comprobada en proyectos de automatización.
Manejo de herramientas RPA: UiPath, Power Automate, Rocketbot.
Conocimiento en programación: Python, Java.
Integración de sistemas y manejo de datos.
Responsabilidades:
Desarrollar y mantener soluciones RPA utilizando UiPath, Power Automate y Rocketbot.
Colaborar con equipos internos para identificar y automatizar procesos.
Integrar sistemas y manejar grandes volúmenes de datos.
Resolver problemas técnicos y optimizar procesos automatizados.
Habilidades blandas:
Capacidad analítica.
Resolución de problemas.
Comunicación efectiva.
Ofrecemos:
Un entorno de trabajo dinámico y colaborativo.
Oportunidades de desarrollo y crecimiento profesional.
Salario competitivo y beneficios adicionales.","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/programador-rpa-1116745783.html
Desarrollador DevOps - Híbrido,"CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de ""Desarrollador DevOps"":
Requisitos:
Experiencia de 2 a 3 años en desarrollo de aplicaciones de software.
Experiencia en CI/CD para aplicaciones moviles (Android / iOS) y conocimiento de las diferentes tiendas de aplicaciones en donde se realiza el despliegue de nuevas versiones de aplicaciones web, mobile, etc.
Experiencia creando pipelines de complejidad intermedia que involucre: Shell scripting, ansible, groovy.
Experiencia en despliegue de componentes en Kubernetes.
Experiencia trabajando en incidencias con herramientas DevSecOps.
Experiencia en Frontend en prácticas de CI/CD para aplicaciones/componentes Front-end (compilación, tipos de despliegue, ofuscamiento, SCA, SAST e implementarlas de forma automatizada).
Análisis de Requerimientos: trabajo con equipos para entender necesidades y diseñar soluciones en Jira - Conocimientosde metodologías ágiles (Scrum - Kanban).
Conocimientos en Jira Software y Jira Service Management: Administración de proyectos, configuración de workflows, permisos y notificaciones.
Conocimientos en Jira Assets (antes Insight): Gestión de activos dentro de Jira Service Management, creación de esquemas de objetos y relaciones.
Conocimientos en Jira Automation: Creación de reglas automatizadas usando Triggers, condiciones y acciones para optimizar flujos de trabajo.
Conocimiento del manejo de roles y permisos en Jira: configuración de esquemas de persmisos y acceso.
Conocimiento de integraciones con directorios de usuarios.
Conocimientos de programación y scripting en Jira REST Api.
Conocimientos de integraciones de Jira con plataformas cloud (AWS, Azure o GCP).
Conocimientos de programación Groovy.
De preferencia conocimientos en programación Java, Python o Node js.
Condiciones:
Modalidad Hibrida 2 veces a la semana en oficina en Chorrillos.
Salario bajo PLANILLA COMPLETA en CSTI.
Horario de lunes a viernes de 8:00 am a 6:00pm.
¡Ven y únete al equipo de CSTI CORP!","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-devops-hibrido-csti-corp-1116751467.html
Soporte de Aplicaciones (Linux/PLSQL),"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.
Te invitamos a ser parte de nuestro equipo ocupando el cargo de: Analista de Soporte de Aplicaciones
Requisitos indispensables:
Profesionales de Ingeniería de Sistemas, Informática, o carreras afines.
Conocimiento en programación PL SQL Oracle, .NET, Java, Shell scripts, unix/ linux
MS Office básico
Experiencia:
Más de 1 año de experiencia en desarrollo e implementación de aplicaciones
Atención en helpdesk
Sector de telecomunicaciones, banca / empresa de servicios masivos
Beneficios:
Pertenecer al grupo América Móvil.
Sueldo en planilla 100% desde el primer día.
EPS corporativa (opcional).
Convenios corporativos.
“Global Hitss mantiene una política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección en referencia”.
¡Te invitamos a revisar nuestra página web: http://www.globalhitss.com/","La Victoria, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/soporte-de-aplicaciones-linux-plsql-hitss-peru-1116739333.html
Desarrollador Backend Java Senior,"Desarrollador Backend Java Senior – Únete a nuestro equipo en Minsait
More digital. More human. More Minsait. Somos una empresa líder global en tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
¿A quién buscamos?
Buscamos Desarrollador Backend Java Senior con experiencia en el rubro y ganas de sumarse a nuestros equipos multidisciplinarios para desarrollar soluciones innovadoras.
Funciones del puesto
Diseñar, desarrollar y mantener aplicaciones para el banco, alineadas con los requisitos del negocio y enfocadas en la transformación digital.
Desarrollar componentes tecnológicos con alta disponibilidad y escalabilidad.
Construir e integrar APIs y microservicios para mejorar la experiencia del usuario.
Identificar oportunidades de mejora en el código y aplicar técnicas de refactorización para optimizar la mantenibilidad.
Reducir la deuda técnica a través de la implementación de buenas prácticas y estándares de calidad.
Aplicar patrones avanzados como Saga, Event Driven, Event Sourcing y CQRS.
Resolver conflictos complejos en Git y diseñar estrategias de ramas para trabajo colaborativo.
Definir y ejecutar estrategias de prueba, asegurando una alta cobertura y calidad del código.
Analizar y solucionar problemas técnicos en múltiples plataformas.
Requisitos:
Egresados o bachiller de ingeniería de software o carreras afines.
Experiencia de 5 años.
Lenguaje y frameworks: Java (JDK 8, 11, 17), Spring Boot, Quarkus (deseable).
Principios y prácticas: Clean Code, SOLID, TDD, patrones de diseño GoF.
Bases de datos: SQL (tablas, consultas complejas, agregación, optimización de índices).
Versionamiento: Git (manejo de ramas, merges, revert, reset, rebase, log).
Concurrencia y rendimiento: Multi-threading, IPC, patrones de concurrencia.
Testing: JUnit, Mockito, pruebas unitarias y de integración.
Arquitectura basada en eventos: Apache Kafka, manejo de tópicos y eventos.
Desarrollo seguro: Kiuwan, Fortify, autenticación OAuth2, JWT.
DevOps y CI/CD: Git, SonarQube, Azure DevOps, Jenkins, pipelines automatizados con YAML.
Conocimientos valorados (Deseables):
Programación reactiva (RxJava, WebFlux).
Diseño de APIs y aplicaciones serverless.
Cloud Computing (Azure, Oracle, CosmosDB, Azure Functions).
Manejo de herramientas como Postman, SOAP UI, JMeter.
Conocimiento de OpenShift/Confluent.
Programación en Shell (manejo de variables de ambiente, scripts).
Condiciones de trabajo:
Modalidad Híbrida (2 veces por semana en oficinas) en el distrito de Surquillo.
Horario de trabajo de Lunes a Viernes de 9:00am a 6:30pm.
Beneficios:
Planilla Completa desde el 1er día de trabajo.
Cobertura al 100% de EPS.
Convenios Corporativos.
Acceso ilimitado a cursos y certificaciones online en Udemy.
Crecimiento y desarrollo profesional.
¡Anímate y postula con nosotros!","Surquillo, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-backend-java-senior-indra-peru-1116739930.html
Desarrollador Junior Fullstack,"Sobre la Firma:
En EY, nos encontramos en búsqueda de profesionales apasionados y visionarios como tú, que estén dispuestos a unirse a nosotros en la construcción de un mundo mejor de negocios. Como parte de una red global de servicios profesionales, te unirías a más de 280,000 profesionales distribuidos en 150 países y 700 oficinas alrededor del mundo. Nuestra práctica local cuenta con más de 2,400 colaboradores en 4 ciudades y atiende a los grupos económicos más grandes del país, lo que nos convierte en los líderes de servicios profesionales del Perú. Nuestro objetivo es desarrollar líderes excepcionales y valorar la diversidad y la inclusión.
¡Únete a EY y juntos construyamos un mejor mundo de negocios!
Requisitos:
Estudiante recién Egresado, Bachiller y/o Titulado en Ingeniería de Sistemas, Ingeniería Informática, Ingeniería de Software o afines.
Experiencia laboral o académica de al menos 6 meses en desarrollo de aplicaciones web con C#/.NET y Angular/React
Experiencia en el desarrollo y despliegue de plataformas tecnológicas en la nube de Azure (deseable)
Conocimiento en herramientas de ciencia de datos como Power Bi, Python y Spark.
Inglés a nivel intermedio-avanzado.
Excel a nivel intermedio-avanzado.
Responsabilidades:
Brindar apoyo en la construcción de aplicaciones web usando .NET Framework (C#), y Angular.
Participar en el diseño, construcción e implementación de plataformas tecnológicas en la nube de Azure.
Contribuir en proyectos usando metodologías y marcos de trabajo ágiles como Scrum.
Apoyar en proyectos internacionales con equipos multidisciplinarios.
¡Postula y descubre cómo puedes desarrollar tu carrera para alcanzar tu máximo potencial!","San Isidro, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/desarrollador-junior-fullstack-ey-ernst-young-1116732244.html
Desarrollador Frontend Junior,"🚀 ¡Conócenos y únete a Zenta! 😁✨
Somos Zenta, una aceleradora de tecnología que impulsa la innovación y el desarrollo de soluciones tecnológicas de alto impacto. Como partners oficiales de Google, AWS, Microsoft y monday.com, llevamos más de 16 años en el mercado, contando con un equipo de +300 talentos en más de 17 países. 🌎✨
💡 Creemos en la diversidad e inclusión como pilares clave para transformar el futuro de la tecnología. Nuestro compromiso con el bienestar de nuestro equipo nos ha llevado a ser reconocidos en 2024 como una de las 10 empresas más felices para trabajar en Chile, según el ranking Building Happiness y EFY.📢 ¡Estamos en búsqueda de un Developer Full Stack! 👩🏽‍💻👨🏻‍💻
🤝 En Zenta, todos son bienvenidos. Hoy nos encontramos en la búsqueda de perfiles para nuestra gran base activa donde en el caso de contar con iniciativas nos contactaremos contigo.
📌 Objetivo del rol:
Diseñar y desarrollar interfaces de usuario para aplicaciones web y móviles, garantizando una experiencia fluida y accesible. Transformar requerimientos en soluciones interactivas, asegurando compatibilidad entre dispositivos y navegadores. Integrar la interfaz con los servicios backend.
⚡ ¿Cuáles serán tus retos?
Crear y mejorar interfaces de usuario, asegurando que sean interactivas, adaptables y proporcionen una experiencia visual fluida en diversos dispositivos y navegadores.
Optimizar el rendimiento de las aplicaciones frontend, garantizando velocidad, accesibilidad y eficiencia en múltiples plataformas.
Integrar la interfaz de usuario con servicios backend, manejando y sincronizando datos dinámicos mediante APIs para una interacción coherente con la lógica del negocio.
Seguir buenas prácticas de desarrollo, asegurando código limpio, estructurado y fácil de mantener, siguiendo los estándares para su reutilización.
Implementar medidas de seguridad en el frontend para proteger la aplicación contra vulnerabilidades comunes, como XSS y CSRF.
Colaborar con diseñadores y desarrolladores backend para transformar los requerimientos en soluciones funcionales, y gestionar el control de versiones con herramientas como Git.
🔧 Requisitos del cargo:
Formación académica: Título en Ciencias Informáticas o carreras afines.
Experiencia laboral: Comprobada como desarrollador web frontend 2-3 años máximo.
Habilidades técnicas: Experiencia práctica con lenguajes de marcado.
Especialista en React.js: Conocimiento en React.js, Redux, React Hooks, Bootstrap/Material UI, HTML/CSS/SASS/SCSS, Responsive, PWA, TypeScript/JavaScript, npm, Visual Studio Code, Cloud (AWS y/o GCP), contenedores (Docker, Kubernetes y/o Openshift), GIT, CI-CD, y pruebas unitarias (Jest.js).
Especialista en Angular: Dominio de Angular, Bootstrap/Material UI, HTML/CSS/SASS/SCSS, NgRx, Responsive, RxJS, PWA, TypeScript, npm, Visual Studio Code, Cloud (AWS y/o GCP), contenedores (Docker, Kubernetes y/o Openshift), GIT, CI-CD, y pruebas unitarias (Karma y Jasmine).
💼 Modalidad:
100% remoto
Full-time Lunes a Viernes
Puedes postular desde cualquier parte del Perú.
🎁 Sorpresas que tenemos para ti:
📌Acceso a Beneficios Flexibles.
📌Formación en Cloud (AWS / GCP) u otros.
📌Facilitamos además la accesibilidad y adaptaciones necesarias para personas en situación de discapacidad.
¿Te animas a crecer junto a nosotros y acelerar los negocios?
🏎 ¡Te esperamos! Envíanos tu cv actualizado, para sumarlo a nuestra base activa.
🔗 Postula ahora o etiqueta a alguien que pueda estar interesado/a!","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/desarrollador-frontend-junior-1116737991.html
FullStack Developer - Por proyecto,"Funciones:
Diseñar, desarrollar e implementar aplicaciones web y móviles con buenas prácticas de desarrollo.
Implementar y consumir APIs REST para la integración eficiente entre sistemas.
Gestionar repositorios y entornos de desarrollo con Git, GitHub o Bitbucket.
Configurar y administrar contenedores con Docker y Kubernetes para optimizar despliegues.
Trabajar junto al Product Owner para refinar historias de usuario y asegurar una correcta interpretación de los requerimientos.
Requisitos:
Profesional egresado o bachiller en Ingeniería de Sistemas, Informática o carreras afines.
Capacidad de supervisión sin ejercer un rol de liderazgo técnico formal.
Conocimientos y experiencia:
Experiencia en desarrollo Full Stack.
Manejo de tecnologías de frontend (Angular,JavaScript,Bootstrap) y backend (Python y PHP)
Conocimientos en bases de datos SQL y/o NoSQL.
Ofrecemos:
Proyecto de 3 meses (renovable)
Presencial 100% ( a partir del 4to mes hibrido)
Sede en la victoria (st catalina)
Lunes a viernes de 9:00 a. m. a 6:00 p. m.
RXH
Equipos","Cercado De Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/fullstack-developer-por-proyecto-protiviti-peru-1116752046.html
Analista Desarrollador C++ / Python / Rasberry Pi,"FRACTAL Soluciones TI, Somos una empresa peruana de Consultoría en Gestión de Tecnología de la Información con más de 10 años en el mercado, que ofrece soluciones que contribuyen al mejoramiento de los procesos y negocios de nuestros clientes, basados en profesionales altamente calificados y aplicando los más altos estándares de calidad.
Estamos en búsqueda de un talento para la posición de Analista Desarrollador C++ / Python / Rasberry Pi con el siguiente perfil:
¿Qué te hace ideal para la posición?
Egresado, Bachiller o Titulado en Ingeniería de Sistemas, Ingeniería Informática, Software o afines - Mandatorio
Experiencia mínima de 3 años en actividades de desarrollo de aplicaciones - Mandatorio
Experiencia en Lenguaje C++ y Python- Mandatorio
Experiencia en integración con Raspberry Pi- Mandatorio
Experiencia en SO Linux Debian - Mandatorio
Habilidades blandas: Capacidad de autogestión, flexibilidad al cambio, habilidades de comunicación efectiva
Deseable/Opcional
Inglés (Avanzado – Intermedio+)
Beneficios
Cursos libres en plataforma AWS
Descuentos corporativos
Actividades de bienestar y desarrollo
Visítanos en: http://www.fractal.com.pe/
¡Postula con nosotros y únete al equipo FRACTAL!","San Isidro, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-desarrollador-c-python-rasberry-pi-fractal-soluciones-it-1116733066.html
Desarrollador de IA y Software,"Requisitos:
Programación en Python, JavaScript/TypeScript (Node.js).
Manejo de frameworks de IA como TensorFlow, PyTorch, Scikit-learn, NLTK, SpaCy.
Desarrollo backend con Flask, FastAPI, Django, o Express.js. (deseable)
Bases de datos SQL y NoSQL (PostgreSQL, MongoDB).
Experiencia en servicios en la nube (AWS, Google Cloud, Azure). (deseable)
Conocimiento en DevOps y despliegue con Docker, Kubernetes. (deseable)
APIs y Web Scraping para integración con plataformas externas.
Experiencia con herramientas de monitoreo de redes sociales y análisis de sentimientos. (deseable)
Funciones:
Diseñar y desarrollar modelos de IA basados en procesamiento de lenguaje natural (NLP) y aprendizaje automático.
Implementar APIs y sistemas de integración con plataformas como LinkedIn, WhatsApp, plataformas de e-commerce, etc.
Desplegar soluciones en la nube con arquitecturas escalables.
Monitorear y mejorar la precisión de los modelos mediante pruebas y ajuste de hiperparámetros.
Colaborar con equipos de UX/UI, producto y negocio para alinear las soluciones a las necesidades del mercado.","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-de-ia-y-software-zoluxiones-sac-1116731646.html
Desarrollador FullStack (React),"CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de un Desarrollador FullStack, para nuestra línea de negocio.
📌Requisitos:
✅ Frontend con React.js y TypeScript. (mínimo 3 años de experiencia)
✅ Backend con Java y Spring Boot. (mínimo 3 años de experiencia)
✅ Bases de datos relacionales (PostgreSQL, SQL Server).
✅ Contenedores y CI/CD (Docker, herramientas de integración y despliegue continuo).
🌴Modalidad Hibrido en Lima
🌴Pago acorde al mercado","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-react-csti-corp-1116739818.html
Analista Programador de Tecnologías de la información,"IQFARMA, Laboratorio farmacéutico nacional con más de 61 años al servicio de la salud, dedicado a la fabricación y comercialización de productos de marca de diferentes especialidades farmacéuticas y genéricos de calidad que se distribuyen con gran éxito en el mercado privado e institucional. Actualmente nos encontramos en la búsqueda de: Analista de Tecnologías de la información.","El Agustino, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-de-tecnologias-de-la-informacion-instituto-quimioterapico-s.a.-iqfarma-1116740821.html
Desarrollador FullStack Java / React,"CSTI Corp es una empresa peruana líder en la industria TI con más de 1 3 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de un ""Desarrollador Backend Fullstack"", para nuestra línea de negocio.
Requisitos:
Profesionales egresados de las carreras de Ingeniería de Sistemas, Ingeniería Informática o carreras técnicas afines o técnicos.
Experiencia mínima de 4 años en posiciones similares.
INDISPENSABLE experiencia en arquitectura hexagonal (profesional - demostrable)
Conocimiento de lenguaje Java del lado del servidor .
Conocimiento en desarrollo con React.
Conocimiento de Postgres.
Conocimientos de Programación Orientado a Objetos.
Repositorio de código fuente GIT.
Creación de A.P.I.s en REST.
Conocimiento deseable en otras bases de datos SQL (SQL Server, MySQL, o similares)
Experiencia con servicios en la nube (AWS, Azure)
Te ofrecemos:
Lunes a viernes de 8:30 am. a 6:30 pm.
Modo Hibrido 4 días en remoto x 1 día presencial por la AV 28 de julio
Equipo de trabajo completo (laptop, mouse, programas, etc)
Sueldo bajo RXH o planilla completa de CSTI (régimen general)
¡Ven y únete a la familia de CSTI Corp!","Lima, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-java-react-csti-corp-1116741391.html
