handle,old_rating,new_rating,change,rank,contest_id,contest_name
HealTheWorld,2053,2410,357,1,1998,Codeforces Round 965 (Div. 2)
Ocean-cat,2077,2326,249,2,1998,Codeforces Round 965 (Div. 2)
PhcKhnhTapCode,1642,2011,369,3,1998,Codeforces Round 965 (Div. 2)
1nky0,0,944,944,4,1998,Codeforces Round 965 (Div. 2)
Jayun,1669,2016,347,5,1998,Codeforces Round 965 (Div. 2)
taiwanguo,1939,2187,248,6,1998,Codeforces Round 965 (Div. 2)
thembululquaUwU,1712,2080,368,7,1998,Codeforces Round 965 (Div. 2)
intij_fly,0,911,911,8,1998,Codeforces Round 965 (Div. 2)
Koosa,1902,2146,244,9,1998,Codeforces Round 965 (Div. 2)
rimr,1733,2026,293,10,1998,Codeforces Round 965 (Div. 2)
SkyWave2024,1697,1997,300,11,1998,Codeforces Round 965 (Div. 2)
Hongty,2033,2279,246,12,1998,Codeforces Round 965 (Div. 2)
Nana7ni,1799,2114,315,13,1998,Codeforces Round 965 (Div. 2)
Gergyg,2096,2258,162,14,1998,Codeforces Round 965 (Div. 2)
m_rd,2056,2226,170,15,1998,Codeforces Round 965 (Div. 2)
_ANIG,1293,1774,481,16,1998,Codeforces Round 965 (Div. 2)
Mex_s_xeM,1846,2127,281,17,1998,Codeforces Round 965 (Div. 2)
ShiinaTaki,909,1495,586,18,1998,Codeforces Round 965 (Div. 2)
yinyizhe,1776,2019,243,19,1998,Codeforces Round 965 (Div. 2)
xcc_szy09052,0,866,866,20,1998,Codeforces Round 965 (Div. 2)
ymh114514,2041,2200,159,21,1998,Codeforces Round 965 (Div. 2)
Dia0si,1940,2127,187,22,1998,Codeforces Round 965 (Div. 2)
gaga164,1020,1575,555,23,1998,Codeforces Round 965 (Div. 2)
anJueF,0,857,857,24,1998,Codeforces Round 965 (Div. 2)
ethan0328,1951,2130,179,25,1998,Codeforces Round 965 (Div. 2)
mkrukov07,0,853,853,26,1998,Codeforces Round 965 (Div. 2)
MDSPro,1973,2143,170,27,1998,Codeforces Round 965 (Div. 2)
wuyouka,2012,2168,156,28,1998,Codeforces Round 965 (Div. 2)
tushaar9876,2024,2175,151,29,1998,Codeforces Round 965 (Div. 2)
Jia_Ran_Diana,2048,2190,142,30,1998,Codeforces Round 965 (Div. 2)
PoPularPlusPlus,2092,2220,128,31,1998,Codeforces Round 965 (Div. 2)
Nika533,1973,2133,160,32,1998,Codeforces Round 965 (Div. 2)
Linxrain,1958,2121,163,33,1998,Codeforces Round 965 (Div. 2)
ikira.57,2044,2180,136,34,1998,Codeforces Round 965 (Div. 2)
xie_lzh,1634,1897,263,35,1998,Codeforces Round 965 (Div. 2)
duntsova2024,1436,1765,329,36,1998,Codeforces Round 965 (Div. 2)
wasdwww,1636,1895,259,36,1998,Codeforces Round 965 (Div. 2)
Aziraphale,0,833,833,38,1998,Codeforces Round 965 (Div. 2)
phony,1998,2141,143,39,1998,Codeforces Round 965 (Div. 2)
Lehe,1907,2076,169,40,1998,Codeforces Round 965 (Div. 2)
someone__,1936,2095,159,41,1998,Codeforces Round 965 (Div. 2)
StarSilk_txdy,1783,2048,265,42,1998,Codeforces Round 965 (Div. 2)
mushanyu_x,1321,1747,426,43,1998,Codeforces Round 965 (Div. 2)
anw,2057,2177,120,44,1998,Codeforces Round 965 (Div. 2)
5720226849,1792,1990,198,45,1998,Codeforces Round 965 (Div. 2)
SoloRejudger114514,1948,2097,149,46,1998,Codeforces Round 965 (Div. 2)
jianylg,1900,2097,197,47,1998,Codeforces Round 965 (Div. 2)
ZnAc_2,2046,2164,118,48,1998,Codeforces Round 965 (Div. 2)
ATMouoATM,0,820,820,49,1998,Codeforces Round 965 (Div. 2)
DzadzoD,1757,1962,205,50,1998,Codeforces Round 965 (Div. 2)
SelfDestruct,2079,2186,107,51,1998,Codeforces Round 965 (Div. 2)
PinCeed,1633,1931,298,52,1998,Codeforces Round 965 (Div. 2)
Sora_Ginko_,1423,1808,385,53,1998,Codeforces Round 965 (Div. 2)
hungry123,1839,2012,173,54,1998,Codeforces Round 965 (Div. 2)
orzFesdrer,1630,1926,296,54,1998,Codeforces Round 965 (Div. 2)
xixizhiguan,1279,1704,425,56,1998,Codeforces Round 965 (Div. 2)
gleb.astashkin,1922,2068,146,56,1998,Codeforces Round 965 (Div. 2)
Seungni,1851,2018,167,58,1998,Codeforces Round 965 (Div. 2)
SamyakSinghania,1868,2028,160,59,1998,Codeforces Round 965 (Div. 2)
CyberCow,1925,2067,142,59,1998,Codeforces Round 965 (Div. 2)
Circling,1970,2098,128,61,1998,Codeforces Round 965 (Div. 2)
zkw465,1701,1912,211,62,1998,Codeforces Round 965 (Div. 2)
Yousef.Osama,1860,2019,159,63,1998,Codeforces Round 965 (Div. 2)
sunrise10032,2055,2156,101,64,1998,Codeforces Round 965 (Div. 2)
Srihari100,1767,1954,187,65,1998,Codeforces Round 965 (Div. 2)
charan,1969,2093,124,66,1998,Codeforces Round 965 (Div. 2)
wanxin,1947,2077,130,67,1998,Codeforces Round 965 (Div. 2)
rot,1821,1988,167,68,1998,Codeforces Round 965 (Div. 2)
laurxh,2067,2161,94,69,1998,Codeforces Round 965 (Div. 2)
icoder178,2030,2134,104,70,1998,Codeforces Round 965 (Div. 2)
lumniya,1847,2004,157,71,1998,Codeforces Round 965 (Div. 2)
robert.barbu27,1721,1917,196,72,1998,Codeforces Round 965 (Div. 2)
ilia-ivanov,1988,2101,113,73,1998,Codeforces Round 965 (Div. 2)
soullless,1909,2045,136,74,1998,Codeforces Round 965 (Div. 2)
kuguabigking,1655,1922,267,75,1998,Codeforces Round 965 (Div. 2)
NimaAryan,2021,2123,102,76,1998,Codeforces Round 965 (Div. 2)
DurianCat,2098,2178,80,77,1998,Codeforces Round 965 (Div. 2)
Pavarishko,1868,2013,145,78,1998,Codeforces Round 965 (Div. 2)
SuperOlen,1875,2017,142,78,1998,Codeforces Round 965 (Div. 2)
_acsm_,1928,2120,192,80,1998,Codeforces Round 965 (Div. 2)
Misty7,2030,2126,96,80,1998,Codeforces Round 965 (Div. 2)
_ChiFAN_,1873,2014,141,82,1998,Codeforces Round 965 (Div. 2)
qiut,1929,2053,124,83,1998,Codeforces Round 965 (Div. 2)
timreizin,2083,2162,79,84,1998,Codeforces Round 965 (Div. 2)
lycc,1925,2049,124,85,1998,Codeforces Round 965 (Div. 2)
zsmihaly,1930,2052,122,86,1998,Codeforces Round 965 (Div. 2)
tenagazaru,2016,2112,96,87,1998,Codeforces Round 965 (Div. 2)
Surver,1879,2014,135,88,1998,Codeforces Round 965 (Div. 2)
Clan328,1960,2071,111,89,1998,Codeforces Round 965 (Div. 2)
TonySnark,2067,2147,80,90,1998,Codeforces Round 965 (Div. 2)
Hoks_,1742,1918,176,91,1998,Codeforces Round 965 (Div. 2)
inap,1959,2068,109,92,1998,Codeforces Round 965 (Div. 2)
xvxn,1778,1941,163,92,1998,Codeforces Round 965 (Div. 2)
SIMD,1993,2092,99,94,1998,Codeforces Round 965 (Div. 2)
TooFast,2006,2100,94,95,1998,Codeforces Round 965 (Div. 2)
EgorSav,2020,2110,90,96,1998,Codeforces Round 965 (Div. 2)
zeemanz,2079,2151,72,97,1998,Codeforces Round 965 (Div. 2)
AuwuCatmy,1998,2093,95,97,1998,Codeforces Round 965 (Div. 2)
serotonin,1971,2073,102,99,1998,Codeforces Round 965 (Div. 2)
Kadoc,1795,1949,154,100,1998,Codeforces Round 965 (Div. 2)
