,Link,Título,Descripción,Distrito,Work_Mode
11,https://www.bumeran.com.pe/empleos/jefe-de-sistemas-ti-experis-peru-1116752439.html,Jefe de sistemas (TI),"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Jefe de TI (Desarrollo) para la ciudad de Lima.
Funciones:
Supervisar el desarrollo e implementación de los sistemas de generación y validación de valores de seguridad, así como los de cifrado/descifrado de información de intercambio.
Supervisar el desarrollo del sistema prepago del Switch.
Supervisar el desarrollo y soporte de los sistemas de interconexión e integración de entidades y nuevos servicios.
Realizar seguimiento y mantener actualizada la documentación de los cambios que se efectúen en el software de los aplicativos a su cargo.
Revisar periódicamente los informes del Centro de Cómputo respecto a los procesos en línea con el fin de optimizarlos
Requisitos para el puesto:
Profesional titulado o bachiller en Ingeniería de Sistemas, Ingeniería de Software, o afines.
Mínimo 5 a 7 años de experiencia en cargos similares, preferiblemente en el sector financiero o afines.
Conocimiento avanzado en lenguajes de programación (C, C++, Java, Python, .NET), bases de datos, microservicios y normas de seguridad (PCI DSS, ISO 27001).
Experiencia en gestión de equipos y proyectos ágiles (Scrum, Kanban).
Inglés avanzado y habilidades de comunicación efectiva.
Te ofrecemos:
Modalidad de trabajo híbrida.
Oportunidades de crecimiento y desarrollo profesional.
Planilla directa con el cliente con todos los beneficios de ley.
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","Miraflores, Lima, Peru",Otro
12,https://www.bumeran.com.pe/empleos/programador-frontend-junior-presencial-manpowergroup-peru-1116752262.html,Programador Frontend Junior / Presencial,4.0,"La Victoria, Lima, Peru",Otro
13,https://www.bumeran.com.pe/empleos/analista-programador-indra-peru-1116752132.html,Analista Programador,3.5,"San Isidro, Lima, Peru",Otro
14,https://www.bumeran.com.pe/empleos/fullstack-developer-por-proyecto-protiviti-peru-1116752046.html,FullStack Developer - Por proyecto,4.3,"Cercado De Lima, Lima, Peru",Otro
15,https://www.bumeran.com.pe/empleos/desarrollador-java-oracle-weblogic-indra-peru-1116751791.html,Desarrollador Java/Oracle weblogic,3.5,"San Isidro, Lima, Peru",Otro
16,https://www.bumeran.com.pe/empleos/analista-programador-en-odoo-python-ibr-peru-s.a.-1116751782.html,Analista Programador en Odoo (Python),"¡Buscamos un Desarrollador con experiencia en Odoo y Python!
Si tienes experiencia en desarrollo con Odoo y Python y buscas un nuevo desafío, ¡esta oportunidad es para ti! 💻📊 Buscamos un Desarrollador que participe en el diseño, desarrollo e implementación de soluciones tecnológicas personalizadas en Odoo y otros sistemas.
El candidato ideal debe tener sólidos conocimientos en desarrollo backend, tecnologías web y bases de datos, con interés en aprender y aplicar herramientas DevOps y trabajar con infraestructura en la nube.
📌 Requisitos
🎓 Formación Académica:
✅ Titulado, Bachiller o Técnico en Ingeniería de Sistemas, Computación, Software o carreras afines.
🛠️ Conocimientos Técnicos:
🔹 Experiencia en ERP Odoo: Desarrollo y personalización de módulos.
🔹 Dominio de Python para desarrollo backend.
🔹 Conocimiento en tecnologías web: HTML, CSS, JavaScript.
🔹 Manejo de bases de datos: PostgreSQL, SQL Server.
🔹 Experiencia con Git y control de versiones.
🔹 Deseable experiencia en herramientas DevOps (Docker, CI/CD) y Cloud (AWS, Google Cloud, Azure).
📌 Responsabilidades
✔ Desarrollar y personalizar módulos en Odoo según los requerimientos del negocio.
✔ Implementar soluciones backend y frontend con tecnologías modernas.
✔ Participar en la integración de sistemas y asegurar su correcto funcionamiento.
✔ Aplicar buenas prácticas de desarrollo para garantizar calidad y escalabilidad.
✔ Colaborar con el equipo técnico en la optimización del rendimiento del software.
✔ Documentar los desarrollos y brindar soporte técnico cuando sea necesario.
📌 Lo que ofrecemos
✨ Oportunidad de crecimiento y aprendizaje continuo. ✨ Participación en proyectos desafiantes y tecnologías innovadoras. ✨ Modalidad de trabajo flexible (según política de la empresa). ✨ Excelente ambiente de trabajo en equipo.","Lima, Lima, Peru",Otro
17,https://www.bumeran.com.pe/empleos/analista-programador-nodejs-web-html-grupo-tawa-1116751516.html,Analista Programador - NodeJs/Web HTML,3.7,"Lima, Lima, Peru",Otro
18,https://www.bumeran.com.pe/empleos/desarrollador-en-innovacion-y-automatizacion-csti-corp-1116751489.html,Desarrollador en Innovación y Automatización,3.9,"Lima, Lima, Peru",Otro
19,https://www.bumeran.com.pe/empleos/desarrollador-devops-hibrido-csti-corp-1116751467.html,Desarrollador DevOps - Híbrido,3.9,"Lima, Lima, Peru",Otro
20,https://www.bumeran.com.pe/empleos/analista-programador-front-end-presencial-canvia-1116751447.html,Analista Programador FRONT-END - PRESENCIAL,2.4,"Lima, Lima, Peru",Otro
21,https://www.bumeran.com.pe/empleos/analista-programador-1116601653.html,ANALISTA PROGRAMADOR,Alta revisión de perfiles,"Lima, Lima, Peru",Otro
22,https://www.bumeran.com.pe/empleos/programador-jr-fractal-soluciones-it-1116751796.html,Programador Jr,Alta revisión de perfiles,"Lima, Lima, Peru",Otro
23,https://www.bumeran.com.pe/empleos/analista-programador-apache-nifi-indra-peru-1116750931.html,Analista Programador - Apache Nifi,3.5,"San Isidro, Lima, Peru",Otro
24,https://www.bumeran.com.pe/empleos/desarrollador-devops-hibrido-csti-corp-1116750747.html,Desarrollador DevOps - Híbrido,3.9,"Lima, Lima, Peru",Otro
25,https://www.bumeran.com.pe/empleos/desarrollador-full-stack-yofc-peru-s.a.c.-1116750542.html,Desarrollador Full Stack,2.0,"San Isidro, Lima, Peru",Otro
26,https://www.bumeran.com.pe/empleos/programador-java-inetum-peru-1116750252.html,Programador Java,2.3,"San Isidro, Lima, Peru",Otro
27,https://www.bumeran.com.pe/empleos/especialista-en-gestion-de-inventario-metrica-peru-1116750101.html,Especialista en Gestion de Inventario,4.4,"Lima, Lima, Peru",Otro
28,https://www.bumeran.com.pe/empleos/analista-programador-.net-protiviti-peru-1116750076.html,Analista programador .Net,4.3,"Callao, Lima, Peru",Otro
29,https://www.bumeran.com.pe/empleos/analista-programador-net-tecnologia-textil-1116749983.html,Analista Programador Net,Alta revisión de perfiles,"San Juan De Lurigancho., Lima, Peru",Otro
30,https://www.bumeran.com.pe/empleos/programador-cobol-senior-indra-peru-1116749925.html,Programador Cobol Senior,3.5,"Lima, Lima, Peru",Otro
31,https://www.bumeran.com.pe/empleos/programador-web-front-end-camara-de-comercio-exterior-s.a.c.-1116748969.html,Programador Web Front-End,4.6,"San Isidro, Lima, Peru",Otro
32,https://www.bumeran.com.pe/empleos/desarrollador-full-stack-java-angular.js-senior-indra-peru-1116748914.html,Desarrollador Full Stack Java / Angular.JS Senior,3.5,"San Isidro, Lima, Peru",Otro
33,https://www.bumeran.com.pe/empleos/desarrollador-backend-aws-entelgy-1116748440.html,Desarrollador Backend AWS,Alta revisión de perfiles,"Lima, Lima, Peru",Otro
34,https://www.bumeran.com.pe/empleos/desarrollador-mobile-software-enterprise-services-s.a.c.-1116748226.html,Desarrollador Mobile,"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición
Desarrollador Mobile
Requisitos:
Universitario titulado, Universitario egresado, Universitario Bachiller, Técnico Egresado o Técnico Titulado. -
Experiencia mínima de 4 años en trabajos con funciones similares o afines (indispensable).
Conocimiento sobre desarrolo de código seguro (indispensable).
Conocimientos con arquitecturas como MVVM, MVP o Clean (indispensable).
Conocimientos básicos de integración y despliegue continuo (CI/CD) (indispensable).
Conocimientos en diseño responsivo y buenas prácticas de UX/UI (indispensable).
Experiencia en el sector público (deseable).
Requisitos Técnicos:
Experiencia mínima de 2 a 4 años desarrollando en aplicaciones móviles en Android (indispensable).
Experiencia mínima de 2 a 4 años en Kotlin (obligatorio).
Experiencia con Java y Angular 17 (indispensable).
Experiencia con bases de datos como: MS SQL Server y Postgre SQL (indispensable).
Competencia:
Comunicación asertiva.
Proactivo.
Trabajo en equipo.
Beneficios:
Planilla completa.
EPS (Opcional).
Oportunidad de línea de carrera.","Cercado De Lima, Lima, Peru",Otro
35,https://www.bumeran.com.pe/empleos/analista-programador-universidad-de-san-martin-de-porres-1116747719.html,Analista programador,3.6,"Jesús María, Lima, Peru",Otro
36,https://www.bumeran.com.pe/empleos/junior-fullstack-developer-westpoint-software-solutions-1116746906.html,Junior Fullstack developer,"Actividades y Responsabilidades
En búsqueda de desarrolladores junior para trabajar en desarrollo Front end y backend. Se requiere conocimientos sólidos en TypeScript y React, así como comprensión del inglés ya que los clientes son extranjeros. El conocimiento en programación funcional también es bienvenido.
Requisitos
Conocimiento de inglés y de las tecnologías mencionadas.
Para postularse, haga clic en el siguiente enlace:
https://westpoint.airtec.ai/render/junior-fullstack-developer-qh-rv7","Lima, Peru",Otro
37,https://www.bumeran.com.pe/empleos/consultor-sap-siglo-bpo-1116255122.html,Consultor SAP,"Somos una Empresa Transnacional especializada en Consultoría, tenemos más de 20 años de experiencia brindando soluciones especializadas pensadas de acuerdo a las necesidades de nuestros clientes. Contamos con una cartera de más de 1,500 clientes dentro de las operaciones de Grupo Siglo (Perú, Chile, Colombia, Ecuador, Panamá, Costa Rica y México). Somos líderes en brindar servicios de Consultoría contable, financiera y tributaria a importantes empresas de diferentes rubros a nivel nacional como internacional.
Requisitos:
Estudiante, Egresado técnico o universitario en Ingeniería de Sistemas, Informática y/o afines
Experiencia de 1 a 2 años en el manejo de SAP B1. a partir de versión 10 SQL / Hana (Indispensable)
Conocimiento de base de MS SQL Server. (Indispensable)
Conocimiento de base de HANA. (Indispensable)
Conocimiento de la metodología AIP
Conocimiento de desarrollo y soporte de ADDONs
Conocimiento de Query Manager y Crystal Report. (Indispensable)
Conocimiento de validaciones Post Transaction de SAP. (Indispensable)
Desarrollo usando SDK DI y UI de SAP B1. (Deseable)
Conocimiento de lenguaje de programación C# (Deseable)
Conocimiento de Excel y procesos contables (Deseable)
Funciones:
La posición debe dar soporte en el ERP SAP B1 a todas las empresas que manejamos, incluyendo algunos desarrollos
Creación de usuarios, asignar permisos y validar licencias
Acompañamiento a usuarios en cierres de períodos
Implementación de nuevas empresas
Capacitar a usuarios en el uso del sistema
Beneficios:
Planilla con todos los beneficios de ley
Convenios educativos
Línea de carrera
EPS cubierta","San Isidro, Lima, Peru",Otro
38,https://www.bumeran.com.pe/empleos/desarrollador-devops-csti-corp-1116746770.html,Desarrollador DevOps,3.9,"Lima, Lima, Peru",Otro
39,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-semi-csti-corp-1116746707.html,Desarrollador FullStack - Semi,3.9,"Lima, Lima, Peru",Otro
40,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-semi-csti-corp-1116746681.html,Desarrollador FullStack - Semi,3.9,"Lima, Lima, Peru",Otro
41,https://www.bumeran.com.pe/empleos/analista-programador-java-canvia-1116746667.html,Analista programador Java,2.4,"Lima, Lima, Peru",Otro
42,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-.net-angular-proyecto-temporal-tivit-peru-1116745883.html,Desarrollador Fullstack (.NET/Angular) - Proyecto temporal,"Somos una multinacional brasilera de soluciones digitales, con operación en diez países de América Latina. Apoyamos y evolucionamos los negocios de nuestros clientes a partir de nuestras cuatro líneas de negocios: Digital Business, Cloud Solutions, Digital Payments y Technology Platforms.
En estos momentos nos encontramos en búsqueda de un talento para cumplir el rol de Desarrollador FullStack (proyecto de 3 meses):
Requisitos:
Técnico o Bachiller de carreras universitarias de Ingeniería de Sistemas y afines.
Experiencia mínima de 3 años realizando funciones similares.
Manejo de frameworks: Angular, React, Typescript, Javascript, Node.js, Css(Less), Visual Code, WebStorm, .NET 4.6 y 5, C#, Visual studio 2019+.
Conocimiento de BD SQL Server, PLSQL, SSRS, Management Studio, Toad.
Manejo de Servicios cloud AWS.
Uso de SonarQube, Postman, Jenkins, Eureka, Git, SoapUi, Jmeter, Docker, Kubernetes, Django, Python (deseable)
Conocimiento de Metodologías ágiles, de preferencia Scrum.
Conocimientos de Seguridad, OWASP Top10.
Funciones:
Levantar requerimientos funcionales y técnicos con el área usuaria.
Documentar requerimientos y estimar esfuerzo de implementación.
Desarrollar el software.
Realizar las pruebas técnicas, funcionales y de seguridad.
Elaborar documentación del software desarrollado: Documentación de diseño, técnico, funcional, manuales de usuario, etc.
Beneficios:
Ingreso a planilla desde el primer día.
EPS cubierta al 70%.
Capacitaciones online y presenciales.
Buen clima laboral.
Creemos firmemente en la igualdad de oportunidades para hombres y mujeres, promovemos la diversidad generacional, origen étnico, nacionalidad y la inclusión de personas con habilidades diferentes y/o discapacidad (de acuerdo a lo establecido en la Ley N° 29973 “Ley general de la persona con discapacidad”).","Lima, Lima, Peru",Otro
43,https://www.bumeran.com.pe/empleos/programador-rpa-1116745783.html,PROGRAMADOR RPA,"Programador RPA
Estamos buscando un Programador RPA con experiencia en automatización de procesos para unirse a nuestro equipo. El candidato ideal tendrá habilidades técnicas en herramientas RPA y conocimiento en programación e integración de sistemas.
Requisitos:
Profesional de Ingeniería de Sistemas, Informática, Ciencias de la Computación o afines.
Experiencia comprobada en proyectos de automatización.
Manejo de herramientas RPA: UiPath, Power Automate, Rocketbot.
Conocimiento en programación: Python, Java.
Integración de sistemas y manejo de datos.
Responsabilidades:
Desarrollar y mantener soluciones RPA utilizando UiPath, Power Automate y Rocketbot.
Colaborar con equipos internos para identificar y automatizar procesos.
Integrar sistemas y manejar grandes volúmenes de datos.
Resolver problemas técnicos y optimizar procesos automatizados.
Habilidades blandas:
Capacidad analítica.
Resolución de problemas.
Comunicación efectiva.
Ofrecemos:
Un entorno de trabajo dinámico y colaborativo.
Oportunidades de desarrollo y crecimiento profesional.
Salario competitivo y beneficios adicionales.","Lima, Lima, Peru",Otro
44,https://www.bumeran.com.pe/empleos/fullstack-senior-metrica-andina-1116745064.html,FullStack Senior,Alta revisión de perfiles,"Miraflores, Lima, Peru",Otro
45,https://www.bumeran.com.pe/empleos/analista-programador-.net-indra-peru-1116744936.html,Analista Programador .NET,3.5,"Cercado De Lima, Lima, Peru",Otro
46,https://www.bumeran.com.pe/empleos/analista-programador-caja-de-pensiones-militar-policial-1116744932.html,ANALISTA PROGRAMADOR,2.8,"San Isidro, Lima, Peru",Otro
47,https://www.bumeran.com.pe/empleos/analista-programador-optima-1116744900.html,Analista Programador,Alta revisión de perfiles,"Surco, Lima, Peru",Otro
48,https://www.bumeran.com.pe/empleos/desarrollador-.net-proyecto-e-learning-evaluaciones-psicologicas-1116744821.html,Desarrollador .Net - Proyecto e-learning / Evaluaciones Psicológicas,Alta revisión de perfiles,"Santiago de Surco, Lima, Peru",Otro
49,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-1116744681.html,Desarrollador Fullstack,"🚀 ¡Conócenos y únete a Zenta! 😁✨
Somos Zenta, una aceleradora de tecnología que impulsa la innovación y el desarrollo de soluciones tecnológicas de alto impacto. Como partners oficiales de Google, AWS, Microsoft y monday.com, llevamos más de 16 años en el mercado, contando con un equipo de +300 talentos en más de 17 países. 🌎✨
💡 Creemos en la diversidad e inclusión como pilares clave para transformar el futuro de la tecnología. Nuestro compromiso con el bienestar de nuestro equipo nos ha llevado a ser reconocidos en 2024 como una de las 10 empresas más felices para trabajar en Chile, según el ranking Building Happiness y EFY.📢 ¡Estamos en búsqueda de un Developer Full Stack! 👩🏽‍💻👨🏻‍💻
🤝 En Zenta, todos son bienvenidos. Hoy nos encontramos en la búsqueda de perfiles para nuestra gran base activa donde en el caso de contar con iniciativas nos contactaremos contigo.
📌 Objetivo del rol:
Serás parte del desarrollo de soluciones tecnológicas integrales, participando en todas las etapas del ciclo de vida del software, desde la conceptualización hasta la optimización. Incluye la construcción y mantenimiento de sistemas eficientes, escalables y seguros, contribuyendo a la definición de arquitecturas y automatización de procesos. Además de buenas prácticas de desarrollo y aporta una visión estratégica para resolver desafíos complejos y evolucionar proyectos.
⚡ ¿Cuáles serán tus retos?
Diseñar e implementar soluciones tecnológicas integrales, desde la experiencia de usuario hasta la gestión de datos, alineadas con la arquitectura definida.
Desarrollar servicios backend e integraciones, asegurando la protección de datos y cumpliendo con las validaciones previas del equipo.
Diseñar y optimizar bases de datos escalables y seguras, garantizando eficiencia y cumplimiento de los requisitos del proyecto.
Asegurar el funcionamiento adecuado de las aplicaciones en frontend y backend, manteniendo la calidad y el rendimiento.
Proponer soluciones de mantenimiento y mejora continua, optimizando los sistemas para un funcionamiento eficiente.
Trabajar con equipos multidisciplinarios para alinear objetivos técnicos con las necesidades del negocio y guiar las decisiones estratégicas.
🔧 Requisitos del cargo:
Experiencia de 2-4 años como Desarrollador Fullstack.
Experiencia en Javascript => NodeJs, Angular, NextJS
Experiencia en BD relacionales y no relacionales como Redis y Postgress
Experiencia en desarrollo de API’s y Microservicios
Conocimiento en metodologías ágiles
Conocimiento en versionamiento y pipelines
Deseable conocimiento en patrones de desarrollo
🌍 Idioma: Inglés (ideal).
💼 Modalidad:
100% remoto
Full-time Lunes a Viernes
🎁 Sorpresas que tenemos para ti:
📌Acceso a Beneficios Flexibles.
📌Formación en Cloud (AWS / GCP) u otros.
📌Facilitamos además la accesibilidad y adaptaciones necesarias para personas en situación de discapacidad.
¿Te animas a crecer junto a nosotros y acelerar los negocios?
🏎 ¡Te esperamos! Envíanos tu cv actualizado, para sumarlo a nuestra base activa.
🔗 Postula ahora o etiqueta a alguien que pueda estar interesado/a!","Lima, Lima, Peru",Otro
50,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-senior-azure-grupo-lucky-1116744016.html,Desarrollador Fullstack Senior Azure,"¡Únete a una de las mejores empresas para trabajar en Perú!
LUCKY.- Somos el grupo empresarial líder en servicios integrales de promoción, soporte en la gestión del punto de venta e información activa de marketing en el Perú. Nos encontramos en la búsqueda de personas talentosas como tú que puedan integrarse a nuestra gran familia en la posición de:
Analista de Desarrollo Web Azure
¿Qué funciones realizarás?
Análisis y diseño de sistemas
Programación orientada a objetos y compilación, con las técnicas y herramientas mas avanzadas disponibles.
Integración de Frontend con el Backend.
Revisión y prueba de aplicaciones. Corrección de errores.
Documentación de sistemas y procesos desarrollados.
Soporte a usuarios.
¿Qué buscamos?
Experiencia mínima 3 Años como Desarrollador Fullstack o Desarrollador de Sistemas Web o Analista Programador
Experiencia no menor a 2 Años como Azure Developer, Implementador Azure, Cloud Engineer
Base de datos SQL Server nivel intermedio (Transac-sql, generación de VIEW´s, PROCEDURES) Obligatorio
Angular v13+ - Obligatorio
Angular Material - Obligatorio
Bootstrap, HTML5, Web Responsive - Obligatorio
Conocimiento en metodologías de desarrollo de software - Obligatorio
Desarrollo de API´s REST .NET6+ DAPPER - Obligatorio
Experiencia en Gestión de Proyectos Web con Git y Azure Devops - Obligatorio
Experiencia en Atención de Requerimientos e Incidencias
Metodologías de Análisis y Diseño de Base de Datos.
Análisis y propuesta de solución basado en Métricas. - Obligatorio
Experiencia como Azure Security Engineer – Obligatorio
Análisis y Diseño de Arquitecturas de Software en Nube – Obligatorio
¿Qué ofrecemos?
Ingreso a planilla con todos los beneficios de ley desde el primer día de trabajo.
Pagos puntuales
Excelente clima laboral
Compromiso de un aprendizaje constante y la posibilidad de realizar una linea de carrera.
Si quieres formar parte de una cultura basada en el buen humor, pasión y compromiso, ¿Qué esperas? ¡Postula con nosotros y empieza a crear tu propia historia!¡Juntos seguiremos siendo la empresa más admirada del sector! Ven y vive la experiencia LUCKY.","Miraflores, Lima, Peru",Otro
51,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-java-ssr-manpowergroup-peru-1116743448.html,Desarrollador Fullstack Java Ssr,Alta revisión de perfiles,"Lima, Lima, Peru",Otro
52,https://www.bumeran.com.pe/empleos/analista-de-software-de-integracion-y-soluciones-digitales-manpowergroup-peru-1116743410.html,Analista de Software de Integración y Soluciones Digitales,4.0,"Miraflores, Lima, Peru",Otro
53,https://www.bumeran.com.pe/empleos/desarrollador-frontend-software-enterprise-services-s.a.c.-1116743154.html,Desarrollador Frontend,"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición
Desarrollador Frontend
Requisitos:
Universitario titulado, Universitario egresado, Universitario Bachiller, Técnico Egresado o Técnico Titulado. -
Experiencia profesional mínima de 2 años en diseñador web, desarrollador frontend o desarrollador de aplicaciones web (indispensable).
Curso en desarrollo de sistemas y/o desarrollo de aplicaciones y/o arquitectura mvc o microservicios (indispensable).
Experiencia en el sector público (deseable).
Requisitos Técnicos:
Experiencia con CSS, HTM5, JavaScript y Angular 17 (indispensable).
Experiencia con bases de datos como: MS SQL Server y Postgre SQL (indispensable).
Experiencia profesional mínima de 2 años en diseño de páginas web, maquetado de páginas web (indispensable).
Conocimientos en Kotlin y Android Studio (deseable).
Competencia:
Comunicación asertiva.
Proactivo.
Trabajo en equipo.
Beneficios:
Planilla completa.
EPS (Opcional).
Oportunidad de línea de carrera.","Cercado De Lima, Lima, Peru",Otro
54,https://www.bumeran.com.pe/empleos/desarrollador-mobile-sr-csti-corp-1116742486.html,Desarrollador Mobile Sr,3.9,"Miraflores, Lima, Peru",Otro
55,https://www.bumeran.com.pe/empleos/analista-tecnico-java-y-angular-presencial-canvia-1116742356.html,ANALISTA TECNICO Java y Angular PRESENCIAL,Alta revisión de perfiles,"Lima, Lima, Peru",Otro
